country,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
Algeria,0.356,0.356,0.356,0.356,0.356,0.356,0.356,0.356,0.356,0.356,0.356,0.356,0.356,0.356,0.356,0.356,0.356,0.356,0.356,0.356,1.71,1.71,1.71,1.71,1.71,1.71,1.71,1.71,1.71,1.71,1.71,1.71,1.71,1.71,1.71,1.71,1.71,1.71,1.71,1.71,1.71,1.71,1.71,1.71,1.71,1.71,1.71,1.71,1.71,1.71,1.71,1.71,1.71,1.71,1.71,1.71,1.71,1.71,1.71,1.71,1.71,1.71,1.71,1.71,1.71,1.71,1.71,1.71,1.71,1.71,2.03,2.02,2.03,2.03,2.02,2.03,2.03,2.03,2.03,2.03,2.02,2.03,2.03,2.03,2.02,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.02,2.03,2.03,2.03,2.02,2.03,2.02,2.03,2.03,2.02,2.03,2.03,2.02,2.03,2.03,2.02,2.03,2.03,2.03,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,0.955,4.29,1.5,7.12,2.68,9.78,11.4,3.74,18.4,6.87,-12.2,-18.9,25.7,4.25,5.91,-5.36,8.7,11.6,9.71,10.1,-8.38,21.1,3.39,6.24,7.2,6.75,9.19,13,9.23,2.02,2.68,6.55,5.27,5.57,5.18,-0.932,-0.573,-2.08,3.42,-1.45,-1.08,1.65,-2.23,-0.999,3.69,3.72,1.02,5.03,3.14,2.45,2.62,4.07,7.04,5.41,5.38,1.72,3.42,2.02,1.7,3.57,2.31,2.58,2.99
Angola,0.425,0.425,0.425,0.425,0.425,0.425,0.425,0.425,0.425,0.425,0.425,0.425,0.425,0.425,0.425,0.425,0.425,0.425,0.425,0.425,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,3.71,3.71,3.71,3.71,3.71,3.71,3.71,3.71,3.71,3.71,3.71,3.71,3.71,3.71,3.71,3.71,3.71,3.71,3.71,3.71,3.71,3.71,3.71,3.71,3.71,3.71,3.71,4.04,4.04,4.04,4.04,4.04,4.04,4.04,4.04,4.04,4.04,4.09,4.19,4.13,-2.31,8.38,-1.59,9.79,5.46,0.528,4.09,13.5,-2.59,5.29,11.3,7.58,5.82,5.8,-1.54,2.96,6.5,6.01,0.169,8.11,3.15,-5.04,-5.25,0.738,-5.3,0.317,2.73,-4.4,4.2,6,3.5,3.18,7,5.57,0.388,-0.445,0.991,-5.84,-24,1.34,15,20,5.5,3.24,3.01,3.14,14.5,3.3,11.2,20.5,18.6,23.2,13.8,2.39,3.45,3.87,4.96,3.79
Benin,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,-1.77,-1.64,-4.29,1.39,-1.36,-1.28,-1.21,2.52,2.64,2.03,2.26,-4.34,3.7,5.94,4.34,2.89,0.218,3.1,2.29,1.45,-0.0901,8.23,1.87,-7.92,3.88,3.92,5.26,2.85,7.7,9.4,5.61,10.7,-4.5,7.71,7.2,1.8,-1.99,2.56,-2.48,3.79,4.81,4.37,2.41,2.63,3.97,5.25,5.49,4.36,4.56,5.79,5.15,6.29,4.26,3.48,3.25,3.75,4.63,5.02,2.66,2.55,3.53,5.39,5.68
Botswana,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.936,0.938,0.936,0.937,0.937,0.937,0.936,2.52,2.52,2.79,2.79,2.79,2.79,2.79,2.79,2.79,2.79,4.52,4.52,4.52,4.52,4.52,4.52,4.52,4.52,4.52,4.52,4.52,4.52,4.52,4.52,4.52,1.82,1.82,1.82,1.82,1.82,1.82,1.82,1.82,1.82,1.82,9.45,9.45,9.45,9.45,5.05,4.06,4.33,4.13,3.8,3.61,3.56,3.38,3.88,3.29,4.35,3.79,4.28,4.66,4.37,11.3,11.8,11.9,11.4,11.1,19.2,32.2,21.5,19.9,-2.35,17.3,2.18,17.8,9.02,13.6,9.16,7.14,15.5,10.9,7.25,7.56,8.77,15.7,12.9,5.88,4.76,2.77,1.6,3.17,4.26,5.61,6.78,6.17,6.75,9.19,5.88,5.75,4.78,4.15,4.15,5.69,4.92,3.2,-4.58,7.11,5.09,4.1,3.79
Burkina Faso,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,3.71,3.65,3.69,3.84,3.98,4.09,4.02,4.25,4.06,3.44,5.05,7.13,-0.391,3.2,4.73,1.36,9.74,3.97,2.8,1.03,4.8,4.83,-4.63,-1.26,-3.71,-0.395,7.16,11.7,1.01,1.62,4.38,2.17,-1.17,1.57,13,15.5,-2,7.84,-1.63,-1.44,9.51,2.07,-1.17,0.847,4.08,7.35,4.71,6.34,6.1,2.04,5.81,3.67,7.17,4.5,7.01,6.25,4.1,5.81,2.96,7.88,4.16,8.89,8.06
Burundi,0.0778,0.0778,0.0778,0.0778,0.0778,0.0778,0.0778,0.0778,0.0778,0.0778,0.0778,0.0778,0.0778,0.0778,0.0778,0.0778,0.0778,0.0778,0.0778,0.0778,0.855,0.855,0.854,0.855,0.855,0.855,0.855,0.854,0.855,0.855,0.855,0.855,0.855,0.854,0.855,0.855,0.854,0.855,0.855,0.854,0.855,0.855,0.854,0.855,0.854,0.855,0.854,0.854,0.855,0.854,0.855,0.855,0.854,0.855,0.854,0.855,0.855,0.855,0.854,0.855,0.854,0.855,0.855,0.854,0.855,0.855,0.855,0.855,0.855,0.855,0.854,0.855,0.855,0.854,0.855,0.854,0.855,0.855,0.854,0.855,0.855,0.855,0.855,0.855,0.854,0.854,0.855,0.855,0.855,0.855,0.855,0.855,0.854,0.855,0.854,0.854,0.855,0.855,0.855,0.854,0.855,0.855,0.855,0.854,0.855,0.855,0.855,0.854,0.855,0.855,0.854,0.855,0.855,0.854,0.855,0.855,0.855,0.854,0.855,0.854,0.855,0.855,0.854,0.855,0.855,0.855,0.855,0.854,0.855,0.855,0.855,0.855,0.855,0.855,0.855,0.855,0.855,0.855,0.855,0.855,0.855,0.855,0.854,0.855,0.855,0.855,0.854,0.855,0.855,0.855,5.95,3.21,4.04,5.45,3.18,3.84,3.89,2.87,5.81,1.47,-14.5,8.45,4.31,5.14,2.93,3.93,8.73,-1.25,-1.31,26.3,6.72,-8.39,7.64,-1.47,0.0235,7.56,12.1,-1.21,-0.124,6.4,9.7,0.574,4.03,0.862,12.9,5.14,4.83,4.12,1.88,3.63,4.79,-0.396,-1.32,-3.19,-12.3,-7.94,0.73,2.98,-2.93,-1.15,1.22,3.78,-1.69,4.05,0.224,6.5,5.94,5.72,3.94,3.98,4.08,3.64,3.91
Cameroon,0.767,0.767,0.767,0.767,0.767,0.767,0.767,0.767,0.767,0.767,0.767,0.767,0.767,0.767,0.767,0.767,0.767,0.767,0.767,0.767,0.767,0.767,0.767,0.767,0.767,0.767,0.767,0.767,0.767,0.767,0.767,0.767,0.767,0.767,0.767,0.767,0.767,0.767,0.767,0.767,0.767,0.767,0.767,0.767,0.767,0.767,0.767,0.767,0.767,0.767,0.767,0.767,0.767,0.767,0.767,0.767,0.767,0.767,0.767,0.767,0.767,0.767,0.767,0.767,0.767,0.767,0.767,0.767,0.767,0.767,0.767,0.767,0.767,0.767,0.767,0.767,0.767,0.767,0.767,0.767,0.767,0.767,0.767,0.767,0.767,0.767,0.767,0.767,0.767,0.767,0.767,0.767,0.767,1.21,1.21,1.21,1.21,1.21,1.21,1.21,1.21,1.21,1.21,1.21,1.21,1.21,4.42,4.42,4.42,4.42,4.42,2.33,2.33,2.33,2.33,2.33,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,4.36,4.29,4.22,4.25,4.27,4.2,4.22,4.24,4.19,3.27,1.73,3.62,4.28,4.14,2.56,5.23,3.31,7.07,5.48,3.54,3.49,4.83,1.96,4.97,5.68,2.25,5.67,5.46,5.54,9.71,16.8,7.98,6.96,7.64,8.7,6.97,-5.08,-4.57,-8.98,-1.69,-3.85,-3.13,-3.23,-2.54,3.28,4.93,5.01,4.9,4.34,4.21,5.35,6.53,4.05,3.82,2.15,2.67,2.28,3.05,1.29,3.03,3.79,4.26,4.31
Cape Verde,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,3.48,3.27,3.07,0.17,1.96,2.67,-2.04,0.666,10.3,6.47,5.75,5.48,5.25,4.95,4.7,4.46,4.16,4.06,4.13,4.26,-5.63,-2.23,1.59,-1.06,3.77,-0.826,-1.44,7.88,8.51,34.9,8.48,3.19,10.4,4.47,8.89,2.5,6.19,2.21,4.77,3.76,0.779,1.17,1.39,7.83,8.97,7.66,8.67,8.22,9.49,7.61,6.92,5.89,5.47,5.06,6.51,9.74,8.15,5.66,3.18,4.68,4.56,1.17,0.259
Central African Republic,0.95,0.949,0.95,0.949,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.949,0.95,0.95,0.95,0.95,0.95,0.949,0.95,0.95,0.95,0.95,0.95,0.95,0.949,0.95,0.949,0.95,0.95,0.95,0.95,0.95,0.95,0.949,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.949,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.949,0.95,0.95,0.95,0.949,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.949,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.949,0.95,0.95,0.95,0.95,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,3.47,3.38,3.31,3.35,3.39,3.35,3.4,3.45,3.43,0.674,3.63,-2.74,-0.373,1.56,0.627,-0.674,3.95,0.89,5.07,4.21,-3.34,-2.44,4.46,-3.02,1.37,3.89,7.79,1.52,-5.73,-0.894,1.76,2.19,-5.7,6.83,0.768,1.91,-2.66,1.25,3.02,3.09,-1.01,-6.69,-0.138,6.26,5.47,-7.28,7.76,3.81,3.56,1.72,0.61,-0.348,-7.61,1.49,2.26,4.5,4.4,1.91,-0.0427,2.46,2.75,4.13,-36
Chad,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,1.63,1.63,1.63,1.63,1.63,1.63,1.63,1.63,1.63,1.63,1.63,1.63,1.63,1.63,1.63,1.63,1.63,1.63,1.63,1.63,1.63,1.63,1.63,5.54,5.54,5.54,5.54,5.54,5.54,5.54,5.54,5.54,5.54,5.54,5.54,5.54,5.54,4.09,4.11,4.08,4.17,4.16,4.14,4.12,4.16,4.02,1.15,1.73,5.72,-1.1,-2.34,0.478,-1.86,0.536,-0.547,6.82,1.98,2.03,-6.64,-4.74,13.8,17.1,-1.79,-7.88,-0.994,-20.7,-3.96,0.979,2.74,13.9,3.72,24.2,-3.95,-2.81,15.6,6.26,-6.11,10,2.31,-2.24,5.09,0.379,3.07,4.2,7.74,2.41,1.25,10.4,10.6,15.4,34.3,8.21,0.687,0.528,1.87,-1.05,13.2,0.683,9.04,3.76
